,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
1631,physicist,keyw corporation,30.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1632,paid digital media lead,wunderman,195.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1633,research scientist,medstar health research institute,338.0,washington,dc,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1634,geospatial architect,xentity corporation,2.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1635,"cpic business case support analyst ( washington, dc)",xentity corporation,2.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1636,senior data scientist,erpi,2.0,washington,dc,data_scientist,data_scientist,True,True,True,False,False,True,True,True,False,False,True,True,False,False
1637,territory sales manager,juul labs,2.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1638,"research analyst ii, secretariat, global commission on adaptation",world resources institute,19.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1639,"senior analyst, u.s. climate policy",environmental defense fund,29.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1640,military and policy research analyst,"applied research associates, inc",39.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1641,data analytics & trend analysis,leidos,525.0,washington,dc,analyst,data_analyst,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1642,federal account manager,nokia,3372.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1643,senior research analyst,applied memetics llc,22.0,washington,dc,analyst,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1644,operational research analyst - reporting ado,leidos,525.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1645,ux product designer,pivotal software,16.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1646,operations research analyst,cmtc,12.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1647,gis solution lead,hatch,267.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1648,sr. data infrastructure engineer,novetta,24.0,washington,dc,engineer,different_field,True,True,False,False,True,False,False,False,False,False,False,False,False,False
1649,staff environmental scientist,arcadis,252.0,washington,dc,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1650,operational research analyst - performance metrics ado,leidos,525.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1651,sr. business process reengineering specialist,cgi,2065.0,washington,dc,engineer,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1652,sr. dba,jacobs,2380.0,washington,dc,other,different_field,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1653,senior scientist - chemical biological associate,noblis,32.0,washington,dc,data_scientist,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1654,project management solutions expert,icf,392.0,washington,dc,other,different_field,False,True,False,False,False,True,False,False,True,True,True,False,False,False
1655,operational research analyst - communications and marketing ado,leidos,525.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1656,sql dba,jacobs,2380.0,washington,dc,other,different_field,False,True,True,False,False,True,False,False,True,False,False,False,True,False
1657,"senior analyst, research & evaluation",links global,2.0,washington,dc,analyst,different_field,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1658,biostatistician support - usammda - active secret clearance required,patricio enterprises,53.0,washington,dc,other,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1659,senior analyst,scientific research corporation,90.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1660,data science practice lead,analytic recruiting,2.0,washington,dc,data_scientist,data_scientist,True,True,True,False,False,False,False,False,False,False,False,True,False,False
1661,sales director - federal,zoomdata,3.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1662,engineer/research & development analyst,caci,1359.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1663,political compliance manager,aristotle,7.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1664,"web analyst & technical editor, aarp research",aarp,889.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1665,technical research project analyst,rand corporation,30.0,washington,dc,analyst,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1666,counterintelligence and law enforcement sme,noblis,32.0,washington,dc,other,different_field,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1667,senior esg research analyst,eaton vance,28.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1668,aerospace systems analyst,radiant solutions,16.0,washington,dc,analyst,different_field,True,True,False,False,True,False,False,False,True,False,True,False,False,False
1669,front end developer,jacobs,2380.0,washington,dc,other,different_field,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1670,"senior accountant, accounts receivable & general ledger (ar&gl)",american geophysical union,12.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
1671,machine learning engineer,quantronix inc,5.0,washington,dc,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,True,False,False,False,True,False,False
1672,research analyst,"summit technologies, inc.",25.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1673,red team operator,jacobs,2380.0,washington,dc,other,different_field,False,True,False,True,False,True,False,False,True,False,False,False,True,False
1674,data scientist i,carney,5.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1675,intelligence research analyst,perspecta,12.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1676,romanian research analyst,novetta,24.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1677,"vice president, dfir",stroz friedberg,14.0,washington,dc,other,different_field,False,True,True,False,False,False,False,False,True,False,True,False,True,False
1678,greek-italian research analyst,novetta,24.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1679,data scientist,booz allen hamilton,1655.0,washington,dc,data_scientist,data_scientist,True,True,True,False,True,False,False,True,False,False,False,True,False,False
1680,graduate studies program - data scientist,central intelligence agency,151.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1681,data scientist,launchcode,5.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1682,data scientist,camris international,11.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False,False
1683,data scientist,central intelligence agency,151.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1684,data scientist,u.s. federal government,484.0,washington,dc,data_scientist,data_scientist,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1685,"data scientist, junior",booz allen hamilton,1655.0,washington,dc,data_scientist,data_scientist,True,True,False,False,True,False,False,False,False,False,False,True,False,False
1686,all-source intelligence research analyst (dm),celestar corporation,15.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1687,research and administrative analyst,"ian, evan & alexander corporation",2.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1688,senior operations research analyst,icf,392.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1689,sr. research analyst,bgc partners,36.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1690,"solution delivery analyst – visualdod, new ventures",mckinsey & company,385.0,washington,dc,analyst,different_field,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1691,research analyst/manager,weber shandwick,101.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1692,software engineer: machine learning / signal processing,aria,32.0,washington,dc,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,True,True,False,False
1693,intelligence research analyst - mid level financial crimes,bae systems,3090.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1694,biologist/toxicologist,environmental protection agency,267.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1695,"analyst, research & evaluation",links global,2.0,washington,dc,analyst,different_field,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1696,"outreach coordinator, edf+business",environmental defense fund,29.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1697,climate change specialist,icf,392.0,washington,dc,other,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,False
1698,"associate director, new voices fellowship",the aspen institute,11.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1699,sampling statistician - social and opinion research,ipsos north america,333.0,washington,dc,other,different_field,False,True,True,False,False,False,False,True,True,False,True,True,False,False
1700,operations research analyst,grant thornton,919.0,washington,dc,analyst,different_field,False,True,False,False,False,True,True,False,True,False,False,False,False,False
1701,quantitative analyst/modeler,leidos,525.0,washington,dc,analyst,different_field,True,True,False,False,True,False,False,True,True,False,True,True,False,False
1702,research and program analyst,population services international,88.0,washington,dc,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1703,biostatistician,medstar health,338.0,washington,dc,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1704,research scientist - college of medicine department of anatomy,howard university,274.0,washington,dc,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1705,technology solutions professional- data and ai,microsoft,4618.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,True,False,False
1706,toxicologist,exponent,28.0,washington,dc,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1707,quantitative analyst ii,fannie mae,880.0,washington,dc,analyst,different_field,False,True,True,False,False,True,True,True,True,False,True,False,False,False
1708,institutional review board analyst i - office of research,usc,545.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1709,analyst - optimization,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,True,False,True,False,True,False,False,False
1710,postdoctoral research associate,usc,545.0,los angeles,ca,other,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,True
1711,research analyst,"shields for families, inc.",48.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1712,"research analyst, hiv incidence surveillance",heluna health,15.0,los angeles,ca,analyst,different_field,False,True,True,False,False,False,False,True,False,False,True,False,False,False
1713,postdoctoral scientist (immunology),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1714,principal scientist 1,grifols,750.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1715,project scientist,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1716,senior data scientist,fox networks group,57.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,False,False,False,False,True,False,False
1717,commercial construction market leader – global facilities,burns & mcdonnell,152.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1718,cls technologist (2nd shift),labcorp,3027.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1719,environmental site assessment and remediation staff professional,"kleinfelder, inc.",92.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1720,laboratory assistant (per diem),olympia medical center,57.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1721,sr. systems analyst - bioinformatics,children's hospital los angeles,217.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,False,False,False,False,False,False,False,True
1722,principal engineer,zestfinance,3.0,los angeles,ca,engineer,different_field,True,True,False,False,False,True,False,False,True,False,True,True,False,False
1723,epic research orders analyst,engage partners,16.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1724,"associate director, early clinical development, biostatistics",pfizer inc.,4215.0,los angeles,ca,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
1725,"analytics expert, team manager - automation & programming",the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,True,True,True,False,True,False,False,False
1726,lead digital program manager,city national bank,179.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
1727,senior software engineer,zestfinance,3.0,los angeles,ca,engineer,different_field,True,True,False,False,False,True,False,False,True,False,True,True,False,False
1728,digital advertising sales manager - west region,cdk global,230.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1729,"senior software engineer, ads",buzzfeed,30.0,los angeles,ca,engineer,different_field,True,True,True,False,False,True,False,False,False,False,False,False,False,False
1730,medical lab assistant - per diem,cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1731,lead digital delivery manager,city national bank,179.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1732,"manager, video sales specialist",buzzfeed,30.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1733,senior technical product manager,zestfinance,3.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1734,general lab supervisor - per diem,olympia medical center,57.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1735,"manager, software engineering",nielsen,1919.0,los angeles,ca,engineer,different_field,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1736,data scientist,pray,2.0,los angeles,ca,data_scientist,data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False,False
1737,"manager, scientific communications",adecco,12906.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1738,data scientist,assembly,38.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,False,True,False,True,False,False,False
1739,data scientist,sap,1634.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,True,False,False,False,True,False,True,True,False,False
1740,senior data scientist,honey,22.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False,False
1741,data scientist,goat,4.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False,False
1742,data scientist,cedars-sinai,661.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
1743,student research collaboration,google,2474.0,los angeles,ca,other,different_field,True,True,False,False,True,False,False,False,False,False,False,True,False,False
1744,"data scientist, machine learning",zestfinance,3.0,los angeles,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1745,data scientist,lieberman research worldwide,14.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,False,False,True,False,True,False,False
1746,sr. data scientist,taboola,3.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False,False
1747,senior data scientist,netflix,400.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1748,clinical data scientist (manager) [mandarin proficiency preferred],pfizer inc.,4215.0,los angeles,ca,data_scientist,data_scientist,False,True,False,True,False,False,True,False,True,False,True,False,False,False
1749,sr. data scientist,ranker,4.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
1750,senior analytics & data scientist,neilson financial services,9.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,False,True,True,False,True,False,False
1751,lead data scientist,zestfinance,3.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,False,True,False,False
1752,sr principal data scientist - vdms,oath inc,5.0,los angeles,ca,data_scientist,data_scientist,False,True,False,False,False,True,False,False,True,False,True,False,False,False
1753,senior data scientist,capital group,284.0,los angeles,ca,data_scientist,data_scientist,True,True,True,False,True,True,True,True,False,False,True,True,False,False
1754,manager - cognitive data scientist natural language processing,kpmg,4494.0,los angeles,ca,data_scientist,data_scientist,False,True,False,False,False,False,False,True,True,False,True,True,False,False
1755,research data analyst,jll,1787.0,los angeles,ca,analyst,data_analyst,False,True,False,False,False,False,True,False,True,True,True,False,False,False
1756,computer scientist,usc,545.0,los angeles,ca,data_scientist,different_field,True,True,False,False,False,False,False,True,False,False,False,True,False,False
1757,researcher,riot games,25.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1758,project scientist,ucla david geffen school of medicine,16.0,los angeles,ca,data_scientist,different_field,True,True,False,False,False,False,False,True,True,False,False,False,False,False
1759,project scientist: drug development,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1760,analyst - big data development,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,True,True,True,True,True,True,False,True,False,False,False
1761,research analyst,los angeles universal preschool,7.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1762,data science - marketplace optimization & forecast,honk,3.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False,False
1763,technical data analyst,riot games,25.0,los angeles,ca,analyst,data_analyst,True,True,False,False,False,True,True,False,False,False,False,False,False,False
1764,research analyst,cushman & wakefield,400.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1765,human factors scientist,exponent,28.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1766,engineering leadership - data engineering,riot games,25.0,los angeles,ca,engineer,data_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1767,product data analyst,grindr,2.0,los angeles,ca,analyst,data_analyst,False,True,False,False,False,True,True,False,True,False,True,False,False,False
1768,"software engineer, machine learning",google,2474.0,los angeles,ca,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,True,False,False,True,False,True
1769,"research analyst ii, behavioral sciences",los angeles county department of human resources,544.0,los angeles,ca,data_scientist,different_field,False,True,True,False,False,False,False,True,True,False,False,False,False,False
1770,project scientist: functional genomics,cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1771,marketing data scientist,jbcconnect,4.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,True,False,False,True,False,False
1772,analyst,riot games,25.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,False,True,True,False,False,False,False,False
1773,project scientist (immunology),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1774,senior machine learning scientist,netflix,400.0,los angeles,ca,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1775,research analyst,volunteers of america los angeles,1674.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,True
1776,divisional assistant,ucla,494.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1777,research analyst,twitter,56.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,False,False,True,False,True,False,False,False
1778,part-time research analyst (fixed-term),otis college of art and design,28.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
1779,operations research analyst,southern california gas company,86.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1780,data science instructor,general assembly,144.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,True,True,False,False,False,True,False,False
1781,"postdoctoral scientist - biophysics, bioengineering",cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1782,"quantitative analyst, health research microsimulation",usc,545.0,los angeles,ca,analyst,different_field,False,True,True,False,False,False,False,True,True,False,False,False,False,True
1783,clinical histocompatibility scientist trainee,"eurofins vrl, inc.",638.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1784,postdoctoral scientist - biophysics and bioengineering,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1785,bi analyst (real appeal- tableau),rally health,7.0,los angeles,ca,analyst,different_field,False,True,False,True,False,True,True,False,False,True,False,False,False,False
1786,business analyst,buzzfeed,30.0,los angeles,ca,analyst,different_field,True,True,True,False,False,True,False,False,False,False,False,True,True,False
1787,"director, data science",zestfinance,3.0,los angeles,ca,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,False,True,False,False
1788,research analyst,dcs corp,43.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1789,postdoctoral scientist (telomerase biology),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1790,mis director,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,True,False,False
1791,model risk quantitative analyst,mufg,40.0,los angeles,ca,analyst,different_field,False,True,True,False,False,False,False,False,True,False,False,False,False,False
1792,sr. research analyst,"iheartmedia, inc.",1047.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1793,solutions analyst,conviva,9.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1794,senior analyst - data visualization,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,True,False,True,False,True,False,False,False
1795,analyst - automation & programming,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,True,True,True,False,True,False,False,False
1796,project scientist (per diem),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1797,postdoctoral scientist - biophotonics,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1798,machine learning engineer,zestfinance,3.0,los angeles,ca,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,False,True,False,False
1799,market research analyst,kantar millward brown,21.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1800,postdoctoral scientist - alzheimer,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1801,postdoctoral scholar - research associate,usc,545.0,los angeles,ca,other,different_field,False,True,True,True,False,True,False,False,True,False,False,False,False,False
1802,senior analyst - data science,the boston consulting group,198.0,los angeles,ca,data_scientist,data_scientist,True,True,True,False,True,True,True,True,True,False,True,True,False,False
1803,postdoctoral scientist - stroke therapy,cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1804,"manager, data strategy","neustar, inc.",6.0,los angeles,ca,other,different_field,True,True,True,False,False,True,True,True,True,True,True,False,True,False
1805,"senior data visualization engineer, finance analytics",netflix,400.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,True,False,True,False,False,False,False,False
1806,academic personnel specialist,ucla,494.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1807,"analytics expert, team manager - data visualization",the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,True,False,True,False,True,False,False,False
1808,sr. data analyst,nielsen,1919.0,los angeles,ca,analyst,data_analyst,True,True,False,False,False,True,True,False,True,False,True,False,False,False
1809,research assistant - family self-sufficiency,icf,392.0,los angeles,ca,other,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1810,general lab supervisor - full time,olympia medical center,57.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1811,namr recruiting lead - gamma,the boston consulting group,198.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1812,sr. ecommerce marketing analyst,the wonderful company llc,4.0,los angeles,ca,analyst,different_field,False,True,False,False,False,True,False,False,True,True,False,False,False,False
1813,lead analyst - predictive,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,True,False,True,True,True,True,True,False,True,True,False,False
1814,"postdoctoral scientist - optical physics , biophotonics",cedars-sinai medical center,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1815,engineering technician i,usc,545.0,los angeles,ca,engineer,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1816,research lab assistant i (per diem),cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1817,lead analyst - optimization,the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,True,True,False,False,True,False,True,False,False,False
1818,research associate ii,cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1819,"sr. research analyst, consumer insights marketing",fabfitfun,3.0,los angeles,ca,analyst,different_field,False,True,True,False,False,True,False,True,True,True,True,False,False,False
1820,assistant professor of neurology (tenure-track),usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1821,strategy engagement manager,zestfinance,3.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1822,technical sales representative - cimcool,milacron llc,10.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1823,postdoctoral scientist (molecular mechanism of cancer),cedars-sinai,661.0,los angeles,ca,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1824,technical manager,cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1825,senior business analyst,zestfinance,3.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,False,False,True,True,False,False
1826,associate technical sales representative,anton paar,18.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1827,senior finance analyst,buzzfeed,30.0,los angeles,ca,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
1828,sr. media planner (los angeles),buzzfeed,30.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1829,research associate iii (lab management),cedars-sinai,661.0,los angeles,ca,other,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
1830,laboratory assistant (pm),olympia medical center,57.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1831,sr. client services manager,buzzfeed,30.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1832,front end engineer,oath inc,5.0,los angeles,ca,engineer,different_field,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1833,senior research associate,usc,545.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1834,associate technical product manager,zestfinance,3.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,True,False,False
1835,technical account manager (adops),freestar,2.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1836,"analytics expert, team manager - predictive",the boston consulting group,198.0,los angeles,ca,analyst,different_field,True,True,False,False,False,True,False,True,True,False,True,True,False,False
1837,digital design leader for bim content,hdr,240.0,los angeles,ca,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
